date,type,amount_inr,category,withdrawal,deposit,balance,ref_no
,DEBIT,180.0,Misc,180.0,0.0,33729.89,342000000000
,DEBIT,75.0,Food,75.0,0.0,33654.89,342000000000
,DEBIT,642.0,Misc,642.0,0.0,33012.89,306000000000
,DEBIT,12.0,Food,12.0,0.0,33000.89,342000000000
,DEBIT,10000.0,Misc,10000.0,0.0,23000.89,342000000000
,DEBIT,140.0,Misc,140.0,0.0,22860.89,306000000000
,DEBIT,20.0,Food,20.0,0.0,22840.89,342000000000
,DEBIT,10.0,Food,10.0,0.0,22830.89,342000000000
,DEBIT,40.0,Food,40.0,0.0,22790.89,342000000000
,DEBIT,500.0,Misc,500.0,0.0,22290.89,342000000000
,DEBIT,25.0,Food,25.0,0.0,22265.89,342000000000
,CREDIT,2000.0,Misc,0.0,2000.0,24265.89,342000000000
,DEBIT,4003.0,Misc,4003.0,0.0,20262.89,342000000000
,DEBIT,34.0,Food,34.0,0.0,20228.89,306000000000
,DEBIT,22.0,Food,22.0,0.0,20206.89,306000000000
,DEBIT,10.0,Food,10.0,0.0,20196.89,306000000000
,CREDIT,3400.0,Misc,0.0,3400.0,23596.89,306000000000
,DEBIT,20.0,Food,20.0,0.0,23576.89,342000000000
,DEBIT,4000.0,Misc,4000.0,0.0,19576.89,306000000000
,DEBIT,251.0,Shopping,251.0,0.0,19325.89,306000000000
,DEBIT,1000.0,Misc,1000.0,0.0,18325.89,342000000000
,DEBIT,429.0,Shopping,429.0,0.0,17896.89,342000000000
,DEBIT,2000.0,Misc,2000.0,0.0,15896.89,306000000000
,DEBIT,302.0,Misc,302.0,0.0,15594.89,306000000000
,DEBIT,299.0,Shopping,299.0,0.0,15295.89,306000000000
,DEBIT,20.0,Food,20.0,0.0,15275.89,306000000000
,DEBIT,40.0,Food,40.0,0.0,15235.89,342000000000
,DEBIT,570.0,Misc,570.0,0.0,14665.89,306000000000
,DEBIT,306.0,Misc,306.0,0.0,14359.89,306000000000
,DEBIT,100.0,Food,100.0,0.0,14259.89,306000000000
,DEBIT,1315.0,Misc,1315.0,0.0,12944.89,306000000000
,DEBIT,25.0,Food,25.0,0.0,12919.89,342000000000
,DEBIT,20.0,Food,20.0,0.0,12899.89,342000000000
,DEBIT,68.0,Food,68.0,0.0,12831.89,306000000000
,DEBIT,65.0,Food,65.0,0.0,12766.89,343000000000
,DEBIT,40.0,Food,40.0,0.0,12726.89,343000000000
,DEBIT,830.0,Misc,830.0,0.0,11896.89,306000000000
,DEBIT,20.0,Food,20.0,0.0,286.26,307000000000
,DEBIT,47.0,Food,47.0,0.0,239.26,307000000000
,DEBIT,65.0,Food,65.0,0.0,174.26,344000000000
,DEBIT,50.0,Food,50.0,0.0,124.26,307000000000
,DEBIT,85.0,Food,85.0,0.0,39.26,307000000000
,CREDIT,1000.0,Misc,0.0,1000.0,1039.26,307000000000
,DEBIT,79.0,Food,79.0,0.0,960.26,344000000000
,DEBIT,30.0,Food,30.0,0.0,930.26,307000000000
,DEBIT,55.0,Food,55.0,0.0,875.26,307000000000
,DEBIT,33.0,Food,33.0,0.0,842.26,344000000000
,DEBIT,50.0,Food,50.0,0.0,792.26,344000000000
,DEBIT,55.0,Food,55.0,0.0,737.26,307000000000
,DEBIT,136.0,Misc,136.0,0.0,601.26,308000000000
,DEBIT,50.0,Food,50.0,0.0,551.26,344000000000
,DEBIT,35.0,Food,35.0,0.0,516.26,344000000000
,DEBIT,30.0,Food,30.0,0.0,486.26,308000000000
,DEBIT,65.0,Food,65.0,0.0,421.26,308000000000
,DEBIT,50.0,Food,50.0,0.0,371.26,308000000000
,DEBIT,30.0,Food,30.0,0.0,341.26,308000000000
,DEBIT,30.0,Food,30.0,0.0,311.26,308000000000
,DEBIT,75.0,Food,75.0,0.0,236.26,308000000000
,DEBIT,30.0,Food,30.0,0.0,206.26,344000000000
,DEBIT,35.0,Food,35.0,0.0,171.26,308000000000
,DEBIT,30.0,Food,30.0,0.0,141.26,308000000000
,DEBIT,61.0,Food,61.0,0.0,80.26,344000000000
,DEBIT,30.0,Food,30.0,0.0,50.26,308000000000
,DEBIT,10.0,Food,10.0,0.0,40.26,308000000000
,DEBIT,30.0,Food,30.0,0.0,10.26,308000000000
,CREDIT,60.0,Misc,0.0,60.0,70.26,308000000000
,CREDIT,40.0,Misc,0.0,40.0,110.26,345000000000
,DEBIT,2.0,Misc,2.0,0.0,108.26,345000000000
,DEBIT,42.0,Food,42.0,0.0,66.26,345000000000
,CREDIT,34800.0,Salary,0.0,34800.0,34866.26,CHAST23081324539
,DEBIT,11000.0,Misc,11000.0,0.0,23866.26,345000000000
,DEBIT,1926.72,Misc,1926.72,0.0,21939.54,345000000000
,DEBIT,670.0,Shopping,670.0,0.0,21269.54,308000000000
,DEBIT,1479.0,Misc,1479.0,0.0,19790.54,345000000000
,DEBIT,81.0,Food,81.0,0.0,19709.54,308000000000
,DEBIT,48.0,Food,48.0,0.0,19661.54,345000000000
,DEBIT,72.0,Food,72.0,0.0,19589.54,345000000000
,DEBIT,42.0,Food,42.0,0.0,19547.54,308000000000
,DEBIT,5000.0,Misc,5000.0,0.0,14547.54,308000000000
,DEBIT,660.0,Misc,660.0,0.0,13887.54,308000000000
,DEBIT,66.0,Food,66.0,0.0,13821.54,345000000000
,DEBIT,30.0,Food,30.0,0.0,13791.54,345000000000
,DEBIT,100.0,Food,100.0,0.0,13691.54,345000000000
,DEBIT,1500.0,Misc,1500.0,0.0,12191.54,308000000000
,DEBIT,10.0,Food,10.0,0.0,12181.54,308000000000
,DEBIT,76.0,Food,76.0,0.0,12105.54,308000000000
,DEBIT,22.0,Food,22.0,0.0,12083.54,345000000000
,DEBIT,87.0,Food,87.0,0.0,11996.54,345000000000
,DEBIT,470.0,Misc,470.0,0.0,11526.54,308000000000
,DEBIT,2826.0,Misc,2826.0,0.0,8700.54,308000000000
,DEBIT,32.0,Food,32.0,0.0,8668.54,309000000000
,DEBIT,72.0,Food,72.0,0.0,8596.54,309000000000
,DEBIT,10.0,Food,10.0,0.0,8586.54,345000000000
,CREDIT,421.0,Misc,0.0,421.0,9007.54,345000000000
,DEBIT,150.0,Misc,150.0,0.0,8857.54,309000000000
,DEBIT,80.0,Food,80.0,0.0,8777.54,309000000000
,DEBIT,41.0,Food,41.0,0.0,8736.54,345000000000
,CREDIT,1000.0,Misc,0.0,1000.0,9736.54,345000000000
,CREDIT,802.0,Misc,0.0,802.0,10538.54,309000000000
,CREDIT,927.0,Misc,0.0,927.0,11465.54,309000000000
,DEBIT,10.0,Food,10.0,0.0,11455.54,309000000000
,DEBIT,254.0,Shopping,254.0,0.0,11201.54,345000000000
,CREDIT,5130.0,Misc,0.0,5130.0,16331.54,345000000000
,DEBIT,40.0,Food,40.0,0.0,16291.54,345000000000
,DEBIT,210.9,Misc,210.9,0.0,16080.64,345000000000
,DEBIT,144.0,Misc,144.0,0.0,15936.64,345000000000
,DEBIT,1000.0,Misc,1000.0,0.0,14936.64,309000000000
,DEBIT,52.0,Food,52.0,0.0,14884.64,345000000000
,DEBIT,30.0,Food,30.0,0.0,14854.64,345000000000
,DEBIT,42.0,Food,42.0,0.0,14812.64,345000000000
,DEBIT,22.0,Food,22.0,0.0,14790.64,345000000000
,DEBIT,32.0,Food,32.0,0.0,14758.64,345000000000
,DEBIT,353.0,Misc,353.0,0.0,14405.64,345000000000
,DEBIT,42.0,Food,42.0,0.0,14363.64,345000000000
,DEBIT,15.35,Food,15.35,0.0,14348.29,309000000000
,DEBIT,220.0,Misc,220.0,0.0,14128.29,309000000000
,DEBIT,20.0,Food,20.0,0.0,14108.29,345000000000
,DEBIT,90.0,Food,90.0,0.0,14018.29,346000000000
,DEBIT,150.0,Misc,150.0,0.0,13868.29,346000000000
,DEBIT,42.0,Food,42.0,0.0,13826.29,346000000000
,DEBIT,15.35,Food,15.35,0.0,13810.94,346000000000
,DEBIT,354.0,Misc,354.0,0.0,13456.94,346000000000
,DEBIT,55.0,Food,55.0,0.0,13401.94,346000000000
,DEBIT,75.0,Food,75.0,0.0,13326.94,309000000000
,DEBIT,50.0,Food,50.0,0.0,13276.94,309000000000
,DEBIT,47.0,Food,47.0,0.0,13229.94,346000000000
,DEBIT,40.0,Food,40.0,0.0,13189.94,346000000000
,DEBIT,115.0,Misc,115.0,0.0,13074.94,346000000000
,DEBIT,22.0,Food,22.0,0.0,13052.94,346000000000
,DEBIT,72.0,Food,72.0,0.0,1887.51,347000000000
,DEBIT,50.0,Food,50.0,0.0,1837.51,310000000000
,DEBIT,25.0,Food,25.0,0.0,1812.51,310000000000
,DEBIT,56.0,Food,56.0,0.0,1756.51,310000000000
,DEBIT,220.68,Food,220.68,0.0,1535.83,347000000000
,DEBIT,86.0,Food,86.0,0.0,1449.83,347000000000
,DEBIT,65.0,Food,65.0,0.0,1384.83,347000000000
,DEBIT,66.0,Food,66.0,0.0,1318.83,310000000000
,DEBIT,100.0,Food,100.0,0.0,1218.83,347000000000
,DEBIT,160.0,Misc,160.0,0.0,1058.83,347000000000
,DEBIT,70.0,Food,70.0,0.0,988.83,347000000000
,DEBIT,30.0,Food,30.0,0.0,958.83,311000000000
,DEBIT,100.0,Food,100.0,0.0,858.83,311000000000
,DEBIT,272.26,Food,272.26,0.0,586.57,347000000000
,DEBIT,110.0,Misc,110.0,0.0,476.57,347000000000
,DEBIT,75.0,Food,75.0,0.0,401.57,347000000000
,DEBIT,40.0,Food,40.0,0.0,361.57,347000000000
,DEBIT,9.0,Misc,9.0,0.0,352.57,311000000000
,CREDIT,500.0,Misc,0.0,500.0,852.57,347000000000
,DEBIT,120.0,Misc,120.0,0.0,732.57,347000000000
,DEBIT,50.0,Food,50.0,0.0,682.57,347000000000
,DEBIT,189.0,Shopping,189.0,0.0,493.57,347000000000
,DEBIT,30.0,Food,30.0,0.0,463.57,347000000000
,DEBIT,65.0,Food,65.0,0.0,398.57,347000000000
,DEBIT,10.0,Food,10.0,0.0,388.57,347000000000
,DEBIT,30.0,Food,30.0,0.0,358.57,311000000000
,DEBIT,80.0,Food,80.0,0.0,278.57,347000000000
,DEBIT,45.0,Food,45.0,0.0,233.57,347000000000
,DEBIT,65.0,Food,65.0,0.0,168.57,347000000000
,DEBIT,50.0,Food,50.0,0.0,118.57,311000000000
,DEBIT,15.3,Food,15.3,0.0,103.27,311000000000
,DEBIT,30.0,Food,30.0,0.0,73.27,347000000000
,DEBIT,20.0,Food,20.0,0.0,53.27,347000000000
,DEBIT,40.0,Food,40.0,0.0,13.27,311000000000
,CREDIT,35.0,Misc,0.0,35.0,48.27,348000000000
,CREDIT,1180.0,Misc,0.0,1180.0,1228.27,311000000000
,DEBIT,41.0,Food,41.0,0.0,1187.27,311000000000
,DEBIT,20.0,Food,20.0,0.0,1167.27,311000000000
,DEBIT,41.0,Food,41.0,0.0,1126.27,348000000000
,DEBIT,90.0,Food,90.0,0.0,1036.27,348000000000
,DEBIT,75.0,Food,75.0,0.0,961.27,348000000000
,DEBIT,60.0,Food,60.0,0.0,901.27,311000000000
,DEBIT,90.0,Food,90.0,0.0,811.27,348000000000
,DEBIT,130.0,Misc,130.0,0.0,681.27,348000000000
,DEBIT,231.4,Food,231.4,0.0,449.87,348000000000
,DEBIT,40.0,Food,40.0,0.0,409.87,311000000000
,DEBIT,120.0,Misc,120.0,0.0,289.87,348000000000
,DEBIT,50.0,Food,50.0,0.0,239.87,348000000000
,DEBIT,25.0,Food,25.0,0.0,214.87,311000000000
,DEBIT,20.0,Food,20.0,0.0,194.87,311000000000
,DEBIT,50.0,Food,50.0,0.0,144.87,348000000000
,DEBIT,90.0,Food,90.0,0.0,54.87,348000000000
,DEBIT,35.0,Food,35.0,0.0,19.87,348000000000
,DEBIT,10.0,Food,10.0,0.0,9.87,348000000000
,CREDIT,1745.0,Misc,0.0,1745.0,1754.87,311000000000
,DEBIT,730.0,Misc,730.0,0.0,1024.87,348000000000
,DEBIT,20.0,Food,20.0,0.0,1004.87,348000000000
,DEBIT,65.0,Food,65.0,0.0,939.87,348000000000
,DEBIT,40.0,Food,40.0,0.0,899.87,311000000000
,DEBIT,20.0,Food,20.0,0.0,879.87,311000000000
,DEBIT,20.0,Food,20.0,0.0,859.87,348000000000
,DEBIT,78.0,Food,78.0,0.0,781.87,348000000000
,CREDIT,539.0,Misc,0.0,539.0,1320.87,311000000000
,DEBIT,40.0,Food,40.0,0.0,1280.87,348000000000
,DEBIT,85.0,Food,85.0,0.0,1195.87,348000000000
,DEBIT,15.3,Food,15.3,0.0,1180.57,311000000000
,DEBIT,30.0,Food,30.0,0.0,1150.57,348000000000
,DEBIT,342.4,Food,342.4,0.0,808.17,348000000000
,CREDIT,292.4,Food,0.0,292.4,1100.57,348000000000
,DEBIT,205.45,Food,205.45,0.0,895.12,348000000000
,DEBIT,29.3,Food,29.3,0.0,865.82,312000000000
,CREDIT,34800.0,Salary,0.0,34800.0,35665.82,CHAST23111858452
,DEBIT,10000.0,Misc,10000.0,0.0,25665.82,312000000000
,DEBIT,999.0,Misc,999.0,0.0,24666.82,312000000000
,DEBIT,110.0,Misc,110.0,0.0,24556.82,348000000000
,DEBIT,50.0,Food,50.0,0.0,24506.82,348000000000
,DEBIT,1.0,Misc,1.0,0.0,24505.82,312000000000
,DEBIT,4999.0,Misc,4999.0,0.0,19506.82,312000000000
,DEBIT,275.0,Misc,275.0,0.0,19231.82,348000000000
,CREDIT,141.0,Misc,0.0,141.0,19372.82,312000000000
,DEBIT,92.0,Food,92.0,0.0,19280.82,348000000000
,DEBIT,28.0,Food,28.0,0.0,19252.82,348000000000
,DEBIT,399.0,Shopping,399.0,0.0,18853.82,312000000000
,DEBIT,95.0,Food,95.0,0.0,18758.82,348000000000
,DEBIT,539.0,Shopping,539.0,0.0,18219.82,348000000000
,DEBIT,85.0,Food,85.0,0.0,18134.82,312000000000
,CREDIT,1000.0,Misc,0.0,1000.0,19134.82,348000000000
,DEBIT,120.0,Misc,120.0,0.0,19014.82,348000000000
,DEBIT,30.0,Food,30.0,0.0,18984.82,348000000000
,DEBIT,30.0,Food,30.0,0.0,18954.82,312000000000
,DEBIT,400.0,Shopping,400.0,0.0,18554.82,312000000000
,DEBIT,190.0,Misc,190.0,0.0,18364.82,312000000000
,CREDIT,400.0,Shopping,0.0,400.0,18764.82,312000000000
,DEBIT,2023.0,Misc,2023.0,0.0,16741.82,312000000000
,DEBIT,15.0,Food,15.0,0.0,16726.82,312000000000
,DEBIT,287.95,Food,287.95,0.0,16438.87,312000000000
,DEBIT,700.0,Shopping,700.0,0.0,15738.87,348000000000
,DEBIT,20.0,Food,20.0,0.0,15718.87,348000000000
,DEBIT,100.0,Food,100.0,0.0,15618.87,312000000000
,DEBIT,100.0,Food,100.0,0.0,15518.87,348000000000
,DEBIT,28.0,Food,28.0,0.0,15490.87,348000000000
,DEBIT,10.0,Food,10.0,0.0,15480.87,312000000000
,DEBIT,70.0,Food,70.0,0.0,15410.87,312000000000
,DEBIT,10.0,Food,10.0,0.0,15400.87,312000000000
,DEBIT,180.0,Misc,180.0,0.0,15220.87,348000000000
,CREDIT,120.0,Misc,0.0,120.0,15340.87,348000000000
,DEBIT,30.0,Food,30.0,0.0,15310.87,348000000000
,DEBIT,75.0,Food,75.0,0.0,15235.87,348000000000
,DEBIT,42.0,Food,42.0,0.0,15193.87,348000000000
,DEBIT,180.0,Misc,180.0,0.0,15013.87,348000000000
,CREDIT,90.0,Misc,0.0,90.0,15103.87,312000000000
,DEBIT,35.0,Food,35.0,0.0,15068.87,348000000000
,DEBIT,30.0,Food,30.0,0.0,15038.87,348000000000
,DEBIT,220.0,Misc,220.0,0.0,14818.87,349000000000
,DEBIT,40.0,Food,40.0,0.0,14778.87,349000000000
,DEBIT,75.0,Food,75.0,0.0,14703.87,312000000000
,DEBIT,280.0,Misc,280.0,0.0,14423.87,349000000000
,DEBIT,120.0,Misc,120.0,0.0,14303.87,349000000000
,DEBIT,60.0,Food,60.0,0.0,14243.87,349000000000
,DEBIT,40.0,Food,40.0,0.0,14203.87,349000000000
,DEBIT,64.0,Food,64.0,0.0,14139.87,312000000000
,DEBIT,80.0,Food,80.0,0.0,14059.87,312000000000
,DEBIT,1044.0,Shopping,1044.0,0.0,13015.87,349000000000
,DEBIT,300.35,Food,300.35,0.0,12715.52,349000000000
,DEBIT,85.0,Food,85.0,0.0,12630.52,349000000000
,DEBIT,152.0,Misc,152.0,0.0,12478.52,349000000000
,DEBIT,50.0,Food,50.0,0.0,12428.52,349000000000
,CREDIT,130.0,Misc,0.0,130.0,1072.36,313000000000
,DEBIT,125.0,Misc,125.0,0.0,947.36,350000000000
,DEBIT,40.0,Food,40.0,0.0,907.36,350000000000
,DEBIT,120.0,Misc,120.0,0.0,787.36,350000000000
,DEBIT,121.0,Misc,121.0,0.0,666.36,350000000000
,DEBIT,40.0,Food,40.0,0.0,626.36,313000000000
,DEBIT,60.0,Food,60.0,0.0,566.36,350000000000
,DEBIT,154.5,Misc,154.5,0.0,411.86,313000000000
,DEBIT,45.0,Food,45.0,0.0,366.86,313000000000
,DEBIT,75.0,Food,75.0,0.0,291.86,350000000000
,CREDIT,60.0,Misc,0.0,60.0,351.86,313000000000
,CREDIT,120.0,Misc,0.0,120.0,471.86,313000000000
,CREDIT,500.0,Misc,0.0,500.0,971.86,314000000000
,DEBIT,65.0,Food,65.0,0.0,906.86,350000000000
,DEBIT,50.0,Food,50.0,0.0,856.86,350000000000
,DEBIT,65.0,Food,65.0,0.0,791.86,350000000000
,DEBIT,54.0,Food,54.0,0.0,737.86,314000000000
,DEBIT,140.0,Misc,140.0,0.0,597.86,350000000000
,DEBIT,60.0,Food,60.0,0.0,537.86,350000000000
,DEBIT,30.0,Food,30.0,0.0,507.86,350000000000
,DEBIT,20.0,Food,20.0,0.0,487.86,314000000000
,DEBIT,101.0,Misc,101.0,0.0,386.86,350000000000
,DEBIT,75.0,Food,75.0,0.0,311.86,350000000000
,DEBIT,60.0,Food,60.0,0.0,251.86,314000000000
,DEBIT,54.0,Food,54.0,0.0,197.86,350000000000
,DEBIT,150.0,Misc,150.0,0.0,47.86,350000000000
,DEBIT,40.0,Food,40.0,0.0,7.86,350000000000
,CREDIT,170.0,Misc,0.0,170.0,177.86,350000000000
,DEBIT,80.0,Food,80.0,0.0,97.86,350000000000
,CREDIT,1000.0,Misc,0.0,1000.0,1097.86,350000000000
,DEBIT,55.0,Food,55.0,0.0,1042.86,350000000000
,DEBIT,44.0,Food,44.0,0.0,998.86,350000000000
,DEBIT,50.0,Food,50.0,0.0,948.86,314000000000
,DEBIT,140.0,Misc,140.0,0.0,808.86,351000000000
,DEBIT,30.0,Food,30.0,0.0,778.86,314000000000
,DEBIT,76.0,Food,76.0,0.0,702.86,351000000000
,DEBIT,500.0,Misc,500.0,0.0,202.86,351000000000
,DEBIT,33.0,Food,33.0,0.0,169.86,351000000000
,DEBIT,58.0,Food,58.0,0.0,111.86,314000000000
,DEBIT,95.0,Food,95.0,0.0,16.86,314000000000
,CREDIT,110.0,Misc,0.0,110.0,126.86,351000000000
,DEBIT,10.0,Food,10.0,0.0,116.86,351000000000
,DEBIT,72.0,Food,72.0,0.0,44.86,351000000000
,CREDIT,300.0,Misc,0.0,300.0,344.86,314000000000
,DEBIT,90.0,Food,90.0,0.0,254.86,314000000000
,DEBIT,30.0,Food,30.0,0.0,224.86,351000000000
,DEBIT,30.0,Food,30.0,0.0,194.86,351000000000
,CREDIT,34800.0,Salary,0.0,34800.0,34994.86,CHASU23143454301
,DEBIT,1000.0,Misc,1000.0,0.0,33994.86,315000000000
,DEBIT,10000.0,Misc,10000.0,0.0,23994.86,315000000000
,DEBIT,270.0,Misc,270.0,0.0,23724.86,351000000000
,DEBIT,40.0,Food,40.0,0.0,23684.86,351000000000
,DEBIT,72.0,Food,72.0,0.0,23612.86,351000000000
,DEBIT,20.0,Food,20.0,0.0,23592.86,351000000000
,DEBIT,363.9,Food,363.9,0.0,23228.96,351000000000
,DEBIT,10000.0,Misc,10000.0,0.0,13228.96,351000000000
,DEBIT,40.0,Food,40.0,0.0,13188.96,351000000000
,CREDIT,10.0,Misc,0.0,10.0,13198.96,315000000000
,DEBIT,239.0,Misc,239.0,0.0,12959.96,315000000000
,DEBIT,65.0,Food,65.0,0.0,12894.96,351000000000
,DEBIT,50.0,Food,50.0,0.0,12844.96,315000000000
,DEBIT,2185.0,Misc,2185.0,0.0,10659.96,351000000000
,DEBIT,200.0,Misc,200.0,0.0,10459.96,351000000000
,DEBIT,115.0,Misc,115.0,0.0,10344.96,351000000000
,DEBIT,204.0,Misc,204.0,0.0,10140.96,351000000000
,DEBIT,10.0,Food,10.0,0.0,10130.96,315000000000
,DEBIT,10.0,Food,10.0,0.0,10120.96,315000000000
,DEBIT,307.0,Misc,307.0,0.0,9813.96,351000000000
,CREDIT,675.0,Misc,0.0,675.0,10488.96,351000000000
,DEBIT,1500.0,Misc,1500.0,0.0,8988.96,351000000000
,DEBIT,180.0,Misc,180.0,0.0,8808.96,351000000000
,DEBIT,20.0,Food,20.0,0.0,8788.96,351000000000
,CREDIT,675.0,Misc,0.0,675.0,9463.96,315000000000
,DEBIT,197.0,Shopping,197.0,0.0,9266.96,351000000000
,DEBIT,80.0,Food,80.0,0.0,9186.96,351000000000
,DEBIT,100.0,Food,100.0,0.0,9086.96,351000000000
,DEBIT,55.0,Food,55.0,0.0,9031.96,351000000000
,DEBIT,364.0,Misc,364.0,0.0,8667.96,315000000000
,DEBIT,186.0,Shopping,186.0,0.0,8481.96,315000000000
,DEBIT,30.0,Food,30.0,0.0,8451.96,351000000000
,DEBIT,55.0,Food,55.0,0.0,3013.55,353000000000
,DEBIT,30.0,Food,30.0,0.0,2983.55,353000000000
,DEBIT,50.0,Food,50.0,0.0,2933.55,353000000000
,DEBIT,100.0,Food,100.0,0.0,2833.55,353000000000
,DEBIT,20.0,Food,20.0,0.0,2813.55,316000000000
,DEBIT,30.0,Food,30.0,0.0,2783.55,316000000000
,CREDIT,1000.0,Misc,0.0,1000.0,3783.55,353000000000
,DEBIT,28.0,Food,28.0,0.0,3755.55,353000000000
,DEBIT,40.0,Food,40.0,0.0,3715.55,317000000000
,DEBIT,1100.0,Misc,1100.0,0.0,2615.55,353000000000
,DEBIT,125.0,Misc,125.0,0.0,2490.55,317000000000
,DEBIT,100.0,Food,100.0,0.0,2390.55,317000000000
,DEBIT,385.0,Misc,385.0,0.0,2005.55,353000000000
,DEBIT,750.0,Misc,750.0,0.0,1255.55,317000000000
,DEBIT,10.0,Food,10.0,0.0,1245.55,317000000000
,DEBIT,138.0,Misc,138.0,0.0,1107.55,317000000000
,DEBIT,10.0,Food,10.0,0.0,1097.55,317000000000
,DEBIT,100.0,Food,100.0,0.0,997.55,317000000000
,DEBIT,60.0,Food,60.0,0.0,937.55,317000000000
,DEBIT,100.0,Food,100.0,0.0,837.55,353000000000
,DEBIT,60.0,Food,60.0,0.0,777.55,353000000000
,DEBIT,10.0,Food,10.0,0.0,767.55,353000000000
,DEBIT,20.0,Food,20.0,0.0,747.55,317000000000
,DEBIT,10.0,Food,10.0,0.0,737.55,317000000000
,DEBIT,20.0,Food,20.0,0.0,717.55,354000000000
,DEBIT,40.0,Food,40.0,0.0,677.55,354000000000
,DEBIT,50.0,Food,50.0,0.0,627.55,354000000000
,DEBIT,20.0,Food,20.0,0.0,607.55,354000000000
,CREDIT,400.0,Misc,0.0,400.0,1007.55,317000000000
,DEBIT,327.0,Misc,327.0,0.0,680.55,354000000000
,DEBIT,25.0,Food,25.0,0.0,655.55,354000000000
,DEBIT,20.0,Food,20.0,0.0,635.55,354000000000
,DEBIT,55.0,Food,55.0,0.0,580.55,354000000000
,DEBIT,40.0,Food,40.0,0.0,540.55,354000000000
,DEBIT,10.0,Food,10.0,0.0,530.55,354000000000
,DEBIT,20.0,Food,20.0,0.0,510.55,354000000000
,DEBIT,8.26,Misc,8.26,0.0,502.29,317000000000
,CREDIT,34800.0,Salary,0.0,34800.0,35302.29,CHASU23172917734
,DEBIT,2000.0,Misc,2000.0,0.0,33302.29,317000000000
,DEBIT,3000.0,Misc,3000.0,0.0,30302.29,354000000000
,DEBIT,10000.0,Misc,10000.0,0.0,20302.29,318000000000
,DEBIT,1000.0,Misc,1000.0,0.0,19302.29,318000000000
,DEBIT,100.0,Food,100.0,0.0,19202.29,318000000000
,DEBIT,409.0,Misc,409.0,0.0,18793.29,318000000000
,DEBIT,200.0,Misc,200.0,0.0,18593.29,318000000000
,DEBIT,424.0,Misc,424.0,0.0,18169.29,318000000000
,DEBIT,600.0,Misc,600.0,0.0,17569.29,354000000000
,DEBIT,100.0,Food,100.0,0.0,17469.29,354000000000
,DEBIT,5000.0,Misc,5000.0,0.0,12469.29,354000000000
,DEBIT,528.44,Misc,528.44,0.0,11940.85,318000000000
,CREDIT,1.0,Misc,0.0,1.0,11941.85,318000000000
,DEBIT,100.0,Food,100.0,0.0,11841.85,354000000000
,DEBIT,2100.0,Misc,2100.0,0.0,9741.85,318000000000
,DEBIT,119.0,Misc,119.0,0.0,9622.85,354000000000
,DEBIT,500.0,Misc,500.0,0.0,9122.85,318000000000
,DEBIT,7630.0,Misc,7630.0,0.0,1492.85,355000000000
,DEBIT,467.0,Misc,467.0,0.0,1025.85,355000000000
,DEBIT,60.0,Food,60.0,0.0,1338.94,319000000000
,DEBIT,198.32,Food,198.32,0.0,1140.62,356000000000
,DEBIT,50.0,Food,50.0,0.0,1090.62,319000000000
,DEBIT,50.0,Food,50.0,0.0,1040.62,319000000000
,DEBIT,20.0,Food,20.0,0.0,1020.62,319000000000
,DEBIT,10.0,Food,10.0,0.0,1010.62,319000000000
,DEBIT,5.0,Misc,5.0,0.0,1005.62,320000000000
,DEBIT,270.0,Misc,270.0,0.0,735.62,320000000000
,DEBIT,70.0,Food,70.0,0.0,665.62,320000000000
,DEBIT,10.0,Food,10.0,0.0,655.62,320000000000
,DEBIT,40.0,Food,40.0,0.0,615.62,320000000000
,DEBIT,71.0,Food,71.0,0.0,544.62,320000000000
,DEBIT,40.0,Food,40.0,0.0,504.62,320000000000
,DEBIT,40.0,Food,40.0,0.0,464.62,320000000000
,DEBIT,345.0,Misc,345.0,0.0,119.62,320000000000
,DEBIT,20.0,Food,20.0,0.0,99.62,320000000000
,DEBIT,40.0,Food,40.0,0.0,59.62,320000000000
,DEBIT,20.0,Food,20.0,0.0,39.62,320000000000
,DEBIT,30.0,Food,30.0,0.0,9.62,320000000000
,CREDIT,1000.0,Misc,0.0,1000.0,1009.62,357000000000
,DEBIT,100.0,Food,100.0,0.0,909.62,320000000000
,DEBIT,30.0,Food,30.0,0.0,879.62,320000000000
,DEBIT,70.0,Food,70.0,0.0,809.62,320000000000
,DEBIT,50.0,Food,50.0,0.0,759.62,320000000000
,DEBIT,40.0,Food,40.0,0.0,719.62,320000000000
,DEBIT,207.0,Misc,207.0,0.0,512.62,320000000000
,DEBIT,92.0,Food,92.0,0.0,420.62,320000000000
,DEBIT,250.0,Misc,250.0,0.0,170.62,320000000000
,CREDIT,1000.0,Misc,0.0,1000.0,1170.62,320000000000
,DEBIT,58.0,Food,58.0,0.0,1112.62,320000000000
,DEBIT,220.0,Misc,220.0,0.0,892.62,320000000000
,DEBIT,50.0,Food,50.0,0.0,842.62,320000000000
,DEBIT,100.0,Food,100.0,0.0,742.62,320000000000
,DEBIT,41.0,Food,41.0,0.0,701.62,320000000000
,DEBIT,41.0,Food,41.0,0.0,660.62,320000000000
,DEBIT,50.0,Food,50.0,0.0,610.62,320000000000
,DEBIT,90.0,Food,90.0,0.0,520.62,320000000000
,DEBIT,40.0,Food,40.0,0.0,480.62,320000000000
,DEBIT,10.0,Food,10.0,0.0,470.62,320000000000
,DEBIT,30.0,Food,30.0,0.0,440.62,320000000000
